0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	1
33	0
34	0
35	1
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	7
44	44
45	94
46	126
47	159
48	137
49	145
50	136
51	123
52	116
53	85
54	96
55	92
56	83
57	92
58	85
59	109
60	80
61	99
62	94
63	95
64	96
65	96
66	103
67	97
68	69
69	90
70	87
71	95
72	89
73	91
74	95
75	102
76	96
77	105
78	89
79	113
80	81
81	97
82	66
83	67
84	76
85	83
86	71
87	74
88	74
89	82
90	87
91	82
92	74
93	86
94	82
95	90
96	76
97	76
98	77
99	73
100	87
101	79
102	61
103	63
104	79
105	77
106	87
107	93
108	76
109	90
110	78
111	86
112	83
113	66
114	61
115	88
116	70
117	81
118	79
119	81
120	77
121	67
122	90
123	76
124	95
125	75
126	104
127	88
128	97
129	90
130	99
131	76
132	91
133	106
134	96
135	88
136	84
137	96
138	102
139	87
140	96
141	113
142	85
143	115
144	95
145	80
146	105
147	86
148	99
149	115
150	105
151	100
152	113
153	117
154	95
155	132
156	115
157	105
158	109
159	122
160	111
161	110
162	105
163	97
164	124
165	106
166	114
167	128
168	129
169	112
170	121
171	93
172	128
173	124
174	113
175	137
176	120
177	139
178	149
179	137
180	138
181	123
182	158
183	140
184	123
185	150
186	141
187	126
188	137
189	159
190	140
191	154
192	128
193	122
194	148
195	145
196	168
197	138
198	143
199	143
200	146
201	162
202	155
203	138
204	169
205	171
206	161
207	134
208	169
209	166
210	159
211	153
212	156
213	181
214	179
215	176
216	148
217	150
218	184
219	157
220	158
221	178
222	188
223	174
224	155
225	161
226	163
227	178
228	184
229	200
230	189
231	163
232	203
233	182
234	158
235	192
236	210
237	211
238	178
239	236
240	176
241	203
242	207
243	212
244	244
245	210
246	209
247	204
248	205
249	220
250	223
251	201
252	219
253	235
254	245
255	214
256	219
257	228
258	210
259	234
260	221
261	247
262	207
263	225
264	221
265	217
266	213
267	211
268	226
269	239
270	233
271	193
272	200
273	186
274	202
275	195
276	204
277	203
278	196
279	191
280	229
281	220
282	219
283	223
284	216
285	215
286	226
287	188
288	201
289	207
290	205
291	195
292	206
293	190
294	209
295	232
296	199
297	206
298	221
299	226
300	222
301	218
302	211
303	204
304	178
305	222
306	206
307	212
308	194
309	201
310	206
311	217
312	203
313	204
314	200
315	200
316	181
317	201
318	212
319	201
320	186
321	190
322	210
323	197
324	198
325	207
326	217
327	188
328	202
329	201
330	217
331	190
332	217
333	176
334	190
335	203
336	190
337	176
338	232
339	192
340	206
341	185
342	194
343	180
344	176
345	187
346	189
347	210
348	224
349	219
350	194
351	218
352	222
353	201
354	214
355	188
356	183
357	196
358	211
359	213
360	197
361	182
362	172
363	174
364	175
365	193
366	192
367	194
368	188
369	191
370	177
371	190
372	201
373	186
374	201
375	182
376	189
377	181
378	196
379	188
380	218
381	171
382	175
383	178
384	170
385	178
386	190
387	194
388	191
389	193
390	160
391	186
392	202
393	189
394	196
395	208
396	195
397	191
398	183
399	180
400	186
401	177
402	163
403	175
404	214
405	200
406	189
407	190
408	173
409	195
410	196
411	189
412	185
413	164
414	184
415	191
416	208
417	182
418	169
419	197
420	177
421	205
422	178
423	157
424	174
425	173
426	177
427	166
428	183
429	170
430	188
431	177
432	171
433	148
434	168
435	171
436	204
437	159
438	163
439	181
440	172
441	158
442	175
443	145
444	168
445	164
446	185
447	171
448	181
449	198
450	157
451	172
452	162
453	168
454	185
455	166
456	180
457	146
458	173
459	160
460	181
461	172
462	170
463	173
464	154
465	162
466	178
467	166
468	165
469	178
470	173
471	162
472	151
473	174
474	188
475	161
476	194
477	143
478	170
479	175
480	135
481	150
482	146
483	167
484	145
485	154
486	166
487	179
488	174
489	136
490	173
491	180
492	157
493	137
494	175
495	160
496	171
497	161
498	147
499	162
500	151
501	157
502	166
503	157
504	155
505	149
506	145
507	148
508	177
509	143
510	154
511	175
512	166
513	163
514	151
515	168
516	164
517	178
518	176
519	168
520	172
521	155
522	149
523	159
524	159
525	140
526	159
527	139
528	144
529	151
530	153
531	154
532	152
533	144
