0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	1
18	0
19	0
20	0
21	0
22	1
23	2
24	0
25	1
26	2
27	3
28	4
29	1
30	4
31	14
32	9
33	7
34	11
35	14
36	8
37	13
38	12
39	11
40	13
41	17
42	32
43	74
44	634
45	2115
46	3152
47	3071
48	2900
49	2894
50	2972
51	2974
52	2851
53	2677
54	2445
55	2024
56	1741
57	1418
58	1314
59	1101
60	1030
61	946
62	909
63	853
64	813
65	780
66	801
67	758
68	685
69	661
70	645
71	655
72	612
73	532
74	536
75	578
76	572
77	567
78	539
79	520
80	516
81	477
82	482
83	488
84	416
85	428
86	444
87	404
88	439
89	455
90	434
91	409
92	413
93	405
94	393
95	399
96	443
97	435
98	392
99	396
100	375
101	397
102	381
103	407
104	386
105	374
106	374
107	408
108	384
109	406
110	416
111	387
112	377
113	377
114	415
115	431
116	350
117	393
118	388
119	416
120	395
121	382
122	389
123	430
124	417
125	381
126	417
127	404
128	387
129	415
130	442
131	414
132	360
133	418
134	414
135	399
136	401
137	420
138	390
139	417
140	438
141	430
142	427
143	415
144	423
145	466
146	445
147	415
148	446
149	391
150	389
151	409
152	424
153	442
154	377
155	429
156	422
157	381
158	462
159	378
160	406
161	448
162	423
163	395
164	419
165	453
166	400
167	418
168	442
169	437
170	402
171	410
172	427
173	402
174	408
175	409
176	437
177	426
178	412
179	413
180	388
181	441
182	423
183	457
184	430
185	431
186	475
187	438
188	396
189	404
190	407
191	456
192	453
193	451
194	459
195	409
196	444
197	458
198	429
199	433
200	445
201	424
202	455
203	411
204	451
205	416
206	417
207	415
208	475
209	434
210	461
211	417
212	413
213	469
214	509
215	401
216	445
217	433
218	456
219	440
220	499
221	442
222	468
223	480
224	478
225	452
226	489
227	478
228	474
229	486
230	522
231	539
232	537
233	471
234	489
235	595
236	538
237	568
238	535
239	592
240	587
241	625
242	589
243	649
244	680
245	688
246	696
247	720
248	709
249	761
250	761
251	774
252	749
253	774
254	772
255	752
256	788
257	726
258	746
259	768
260	752
261	788
262	729
263	758
264	695
265	668
266	680
267	693
268	669
269	656
270	631
271	603
272	625
273	617
274	599
275	630
276	610
277	557
278	622
279	615
280	579
281	592
282	566
283	573
284	595
285	584
286	560
287	571
288	582
289	535
290	588
291	554
292	580
293	596
294	525
295	575
296	546
297	558
298	541
299	517
300	579
301	522
302	523
303	531
304	486
305	555
306	543
307	527
308	533
309	508
310	544
311	506
312	494
313	540
314	447
315	456
316	470
317	469
318	444
319	434
320	474
321	470
322	443
323	463
324	456
325	449
326	441
327	447
328	484
329	430
330	431
331	413
332	432
333	448
334	450
335	429
336	468
337	421
338	478
339	440
340	444
341	451
342	434
343	438
344	477
345	465
346	414
347	471
348	447
349	416
350	439
351	439
352	423
353	510
354	434
355	454
356	415
357	422
358	488
359	431
360	427
361	409
362	450
363	441
364	450
365	464
366	447
367	458
368	421
369	426
370	450
371	495
372	437
373	446
374	417
375	452
376	444
377	425
378	436
379	475
380	419
381	452
382	443
383	426
384	418
385	443
386	471
387	421
388	469
389	431
390	411
391	428
392	429
393	447
394	417
395	440
396	438
397	465
398	446
399	451
400	423
401	437
402	433
403	443
404	414
405	478
406	453
407	468
408	470
409	444
410	458
411	434
412	446
413	412
414	401
415	435
416	432
417	434
418	410
419	465
420	458
421	459
422	422
423	435
424	465
425	406
426	450
427	455
428	432
429	487
430	438
431	440
432	446
433	419
434	441
435	430
436	406
437	472
438	435
439	431
440	461
441	422
442	439
443	442
444	477
445	408
446	444
447	449
448	446
449	428
450	442
451	443
452	429
453	463
454	442
455	444
456	413
457	434
458	449
459	439
460	434
461	415
462	441
463	451
464	413
465	418
466	430
467	454
468	428
469	440
470	450
471	450
472	410
473	448
474	471
475	469
476	440
477	403
478	409
479	466
480	446
481	423
482	445
483	428
484	443
485	409
486	420
487	417
488	454
489	415
490	412
491	467
492	467
493	426
494	477
495	453
496	453
497	452
498	418
499	406
500	440
501	435
502	448
503	419
504	412
505	418
506	472
507	447
508	456
509	451
510	439
511	401
512	428
513	426
514	444
515	439
516	463
517	438
518	449
519	412
520	442
521	477
522	426
523	458
524	428
525	429
526	458
527	451
528	475
529	448
